,company_name,city,country
13539,1.0,1.0,1
13541,1.0,1.0,1
13543,1.0,1.0,1
14369,1.0,1.0,1
14383,1.0,1.0,1
14387,1.0,1.0,1
14708,1.0,1.0,1
14717,1.0,1.0,1
14806,1.0,1.0,1
14857,1.0,1.0,1
14891,1.0,1.0,1
14962,1.0,1.0,1
15011,1.0,1.0,1
15013,1.0,1.0,1
15078,1.0,1.0,1
15081,1.0,1.0,1
15086,1.0,1.0,1
15094,1.0,1.0,1
15106,1.0,1.0,1
15126,1.0,1.0,1
15170,1.0,1.0,1
15174,1.0,1.0,1
15176,1.0,1.0,1
15222,1.0,1.0,1
15247,1.0,1.0,1
15255,1.0,1.0,1
15267,1.0,1.0,1
15280,1.0,1.0,1
15424,1.0,1.0,1
15499,1.0,1.0,1
15504,1.0,1.0,1
15531,1.0,1.0,1
15534,1.0,1.0,1
15536,1.0,1.0,1
15573,1.0,1.0,1
15579,1.0,1.0,1
15622,1.0,1.0,1
15673,1.0,1.0,1
15689,1.0,1.0,1
15821,1.0,1.0,1
15826,1.0,1.0,1
15828,1.0,1.0,1
15861,1.0,1.0,1
15863,1.0,1.0,1
15867,1.0,1.0,1
15869,1.0,1.0,1
15871,1.0,1.0,1
15873,1.0,1.0,1
15891,1.0,1.0,1
16000,1.0,1.0,1
16017,1.0,1.0,1
16052,1.0,1.0,1
16054,1.0,1.0,1
16074,1.0,1.0,1
16250,1.0,1.0,1
16338,1.0,1.0,1
16340,1.0,1.0,1
16369,1.0,1.0,1
16465,1.0,1.0,1
16481,1.0,1.0,1
16526,1.0,1.0,1
16530,1.0,1.0,1
16607,1.0,1.0,1
16629,1.0,1.0,1
16719,1.0,1.0,1
16776,1.0,1.0,1
16794,1.0,1.0,1
16832,1.0,1.0,1
16838,1.0,1.0,1
16840,1.0,1.0,1
16906,1.0,1.0,1
16909,1.0,1.0,1
17081,1.0,1.0,1
17107,1.0,1.0,1
17151,1.0,1.0,1
17182,1.0,1.0,1
17184,1.0,1.0,1
17212,1.0,1.0,1
17277,1.0,1.0,1
17311,1.0,1.0,1
17324,1.0,1.0,1
17565,1.0,1.0,1
17627,1.0,1.0,1
17717,1.0,1.0,1
17739,1.0,1.0,1
17744,1.0,1.0,1
17852,1.0,1.0,1
17865,1.0,1.0,1
17921,1.0,1.0,1
17927,1.0,1.0,1
17958,1.0,1.0,1
18056,1.0,1.0,1
18120,1.0,1.0,1
18122,1.0,1.0,1
18169,1.0,1.0,1
18182,1.0,1.0,1
18329,1.0,1.0,1
18343,1.0,1.0,1
18401,1.0,1.0,1
18461,1.0,1.0,1
18463,1.0,1.0,1
18465,1.0,1.0,1
18467,1.0,1.0,1
18513,1.0,1.0,1
18518,1.0,1.0,1
18573,1.0,1.0,1
18627,1.0,1.0,1
18677,1.0,1.0,1
18694,1.0,1.0,1
18742,1.0,1.0,1
18751,1.0,1.0,1
18798,1.0,1.0,1
18811,1.0,1.0,1
18821,1.0,1.0,1
18859,1.0,1.0,1
18861,1.0,1.0,1
18913,1.0,1.0,1
19050,1.0,1.0,1
19074,1.0,1.0,1
19181,1.0,1.0,1
19223,1.0,1.0,1
19226,1.0,1.0,1
19329,1.0,1.0,1
19420,1.0,1.0,1
19422,1.0,1.0,1
19454,1.0,1.0,1
19462,1.0,1.0,1
19465,1.0,1.0,1
19467,1.0,1.0,1
19469,1.0,1.0,1
19473,1.0,1.0,1
19504,1.0,1.0,1
19506,1.0,1.0,1
19514,1.0,1.0,1
19526,1.0,1.0,1
19528,1.0,1.0,1
19551,1.0,1.0,1
19582,1.0,1.0,1
19593,1.0,1.0,1
19595,1.0,1.0,1
19625,1.0,1.0,1
19636,1.0,1.0,1
19638,1.0,1.0,1
19640,1.0,1.0,1
19646,1.0,1.0,1
19679,1.0,1.0,1
19722,1.0,1.0,1
19750,1.0,1.0,1
19752,1.0,1.0,1
19781,1.0,1.0,1
19814,1.0,1.0,1
19894,1.0,1.0,1
20051,1.0,1.0,1
20111,1.0,1.0,1
20198,1.0,1.0,1
20208,1.0,1.0,1
20210,1.0,1.0,1
20212,1.0,1.0,1
20218,1.0,1.0,1
20222,1.0,1.0,1
20224,1.0,1.0,1
20265,1.0,1.0,1
20276,1.0,1.0,1
20287,1.0,1.0,1
20289,1.0,1.0,1
20291,1.0,1.0,1
20375,1.0,1.0,1
20482,1.0,1.0,1
20527,1.0,1.0,1
20598,1.0,1.0,1
20600,1.0,1.0,1
20602,1.0,1.0,1
20670,1.0,1.0,1
20673,1.0,1.0,1
20680,1.0,1.0,1
20711,1.0,1.0,1
20724,1.0,1.0,1
20797,1.0,1.0,1
20846,1.0,1.0,1
20866,1.0,1.0,1
20892,1.0,1.0,1
20905,1.0,1.0,1
20948,1.0,1.0,1
20974,1.0,1.0,1
20979,1.0,1.0,1
21099,1.0,1.0,1
21115,1.0,1.0,1
21129,1.0,1.0,1
21133,1.0,1.0,1
21162,1.0,1.0,1
21164,1.0,1.0,1
21191,1.0,1.0,1
21244,1.0,1.0,1
21252,1.0,1.0,1
21301,1.0,1.0,1
21303,1.0,1.0,1
21330,1.0,1.0,1
21530,1.0,1.0,1
21533,1.0,1.0,1
21565,1.0,1.0,1
21679,1.0,1.0,1
21721,1.0,1.0,1
21814,1.0,1.0,1
21850,1.0,1.0,1
21872,1.0,1.0,1
21874,1.0,1.0,1
21926,1.0,1.0,1
21936,1.0,1.0,1
21939,1.0,1.0,1
21984,1.0,1.0,1
22006,1.0,1.0,1
22041,1.0,1.0,1
22049,1.0,1.0,1
22124,1.0,1.0,1
22153,1.0,1.0,1
22155,1.0,1.0,1
22186,1.0,1.0,1
22226,1.0,1.0,1
22290,1.0,1.0,1
22339,1.0,1.0,1
22507,1.0,1.0,1
22615,1.0,1.0,1
22618,1.0,1.0,1
22621,1.0,1.0,1
22674,1.0,1.0,1
22731,1.0,1.0,1
22737,1.0,1.0,1
22865,1.0,1.0,1
22873,1.0,1.0,1
22892,1.0,1.0,1
22963,1.0,1.0,1
22965,1.0,1.0,1
22991,1.0,1.0,1
23017,1.0,1.0,1
23024,1.0,1.0,1
23026,1.0,1.0,1
23028,1.0,1.0,1
23086,1.0,1.0,1
23090,1.0,1.0,1
23114,1.0,1.0,1
23124,1.0,1.0,1
23190,1.0,1.0,1
23282,1.0,1.0,1
23322,1.0,1.0,1
23336,1.0,1.0,1
23432,1.0,1.0,1
23437,1.0,1.0,1
23480,1.0,1.0,1
23486,1.0,1.0,1
23522,1.0,1.0,1
23682,1.0,1.0,1
23777,1.0,1.0,1
23798,1.0,1.0,1
23800,1.0,1.0,1
23802,1.0,1.0,1
23804,1.0,1.0,1
23806,1.0,1.0,1
23935,1.0,1.0,1
23937,1.0,1.0,1
24009,1.0,1.0,1
24561,1.0,1.0,1
24647,1.0,1.0,1
24670,1.0,1.0,1
24696,1.0,1.0,1
24876,1.0,1.0,1
24925,1.0,1.0,1
25020,1.0,1.0,1
25035,1.0,1.0,1
25251,1.0,1.0,1
25260,1.0,1.0,1
25341,1.0,1.0,1
25417,1.0,1.0,1
25482,1.0,1.0,1
25577,1.0,1.0,1
25612,1.0,1.0,1
25640,1.0,1.0,1
25663,1.0,1.0,1
25673,1.0,1.0,1
25689,1.0,1.0,1
25745,1.0,1.0,1
25782,1.0,1.0,1
25784,1.0,1.0,1
25788,1.0,1.0,1
25839,1.0,1.0,1
25862,1.0,1.0,1
25969,1.0,1.0,1
25971,1.0,1.0,1
26013,1.0,1.0,1
26015,1.0,1.0,1
26038,1.0,1.0,1
26049,1.0,1.0,1
26103,1.0,1.0,1
26160,1.0,1.0,1
26227,1.0,1.0,1
26229,1.0,1.0,1
26261,1.0,1.0,1
26272,1.0,1.0,1
26275,1.0,1.0,1
26283,1.0,1.0,1
26306,1.0,1.0,1
26312,1.0,1.0,1
26316,1.0,1.0,1
26325,1.0,1.0,1
26368,1.0,1.0,1
26370,1.0,1.0,1
26383,1.0,1.0,1
26417,1.0,1.0,1
26441,1.0,1.0,1
26443,1.0,1.0,1
26462,1.0,1.0,1
26464,1.0,1.0,1
26545,1.0,1.0,1
26646,1.0,1.0,1
26760,1.0,1.0,1
26776,1.0,1.0,1
26804,1.0,1.0,1
26806,1.0,1.0,1
26808,1.0,1.0,1
27408,1.0,1.0,1
27411,1.0,1.0,1
27415,1.0,1.0,1
27437,1.0,1.0,1
27472,1.0,1.0,1
27571,1.0,1.0,1
27623,1.0,1.0,1
27660,1.0,1.0,1
27758,1.0,1.0,1
27780,1.0,1.0,1
27782,1.0,1.0,1
27795,1.0,1.0,1
27802,1.0,1.0,1
27805,1.0,1.0,1
27810,1.0,1.0,1
27813,1.0,1.0,1
27888,1.0,1.0,1
27897,1.0,1.0,1
27970,1.0,1.0,1
27972,1.0,1.0,1
28225,1.0,1.0,1
28300,1.0,1.0,1
28302,1.0,1.0,1
28304,1.0,1.0,1
28543,1.0,1.0,1
28947,1.0,1.0,1
28949,1.0,1.0,1
28979,1.0,1.0,1
28986,1.0,1.0,1
29405,1.0,1.0,1
29437,1.0,1.0,1
29459,1.0,1.0,1
29461,1.0,1.0,1
29463,1.0,1.0,1
29465,1.0,1.0,1
29545,1.0,1.0,1
29547,1.0,1.0,1
29551,1.0,1.0,1
29572,1.0,1.0,1
29615,1.0,1.0,1
29652,1.0,1.0,1
29655,1.0,1.0,1
29690,1.0,1.0,1
29715,1.0,1.0,1
29720,1.0,1.0,1
29738,1.0,1.0,1
29740,1.0,1.0,1
29802,1.0,1.0,1
29855,1.0,1.0,1
30015,1.0,1.0,1
30064,1.0,1.0,1
30066,1.0,1.0,1
30075,1.0,1.0,1
30117,1.0,1.0,1
30157,1.0,1.0,1
30176,1.0,1.0,1
30243,1.0,1.0,1
30290,1.0,1.0,1
30314,1.0,1.0,1
30326,1.0,1.0,1
30494,1.0,1.0,1
30496,1.0,1.0,1
30517,1.0,1.0,1
30563,1.0,1.0,1
30573,1.0,1.0,1
30607,1.0,1.0,1
30672,1.0,1.0,1
30688,1.0,1.0,1
30739,1.0,1.0,1
30904,1.0,1.0,1
31016,1.0,1.0,1
31034,1.0,1.0,1
31036,1.0,1.0,1
31048,1.0,1.0,1
31058,1.0,1.0,1
31066,1.0,1.0,1
31073,1.0,1.0,1
31319,1.0,1.0,1
31339,1.0,1.0,1
31341,1.0,1.0,1
31448,1.0,1.0,1
31461,1.0,1.0,1
31473,1.0,1.0,1
31609,1.0,1.0,1
31674,1.0,1.0,1
31744,1.0,1.0,1
31757,1.0,1.0,1
31797,1.0,1.0,1
31867,1.0,1.0,1
31917,1.0,1.0,1
32017,1.0,1.0,1
32079,1.0,1.0,1
32084,1.0,1.0,1
32112,1.0,1.0,1
32175,1.0,1.0,1
32177,1.0,1.0,1
32184,1.0,1.0,1
32371,1.0,1.0,1
32413,1.0,1.0,1
32415,1.0,1.0,1
32459,1.0,1.0,1
32701,1.0,1.0,1
32714,1.0,1.0,1
32716,1.0,1.0,1
32718,1.0,1.0,1
32721,1.0,1.0,1
32723,1.0,1.0,1
32725,1.0,1.0,1
32727,1.0,1.0,1
32729,1.0,1.0,1
32731,1.0,1.0,1
32733,1.0,1.0,1
32735,1.0,1.0,1
32748,1.0,1.0,1
32783,1.0,1.0,1
32821,1.0,1.0,1
32823,1.0,1.0,1
32826,1.0,1.0,1
32832,1.0,1.0,1
32850,1.0,1.0,1
32907,1.0,1.0,1
32936,1.0,1.0,1
33126,1.0,1.0,1
33257,1.0,1.0,1
33278,1.0,1.0,1
33299,1.0,1.0,1
33354,1.0,1.0,1
33362,1.0,1.0,1
33367,1.0,1.0,1
33377,1.0,1.0,1
33379,1.0,1.0,1
33485,1.0,1.0,1
33506,1.0,1.0,1
33508,1.0,1.0,1
33512,1.0,1.0,1
33564,1.0,1.0,1
33584,1.0,1.0,1
33614,1.0,1.0,1
33654,1.0,1.0,1
33658,1.0,1.0,1
33662,1.0,1.0,1
33668,1.0,1.0,1
33770,1.0,1.0,1
33902,1.0,1.0,1
33947,1.0,1.0,1
33949,1.0,1.0,1
33964,1.0,1.0,1
33968,1.0,1.0,1
34035,1.0,1.0,1
34057,1.0,1.0,1
34065,1.0,1.0,1
34067,1.0,1.0,1
34073,1.0,1.0,1
34088,1.0,1.0,1
34090,1.0,1.0,1
34193,1.0,1.0,1
34195,1.0,1.0,1
34265,1.0,1.0,1
34302,1.0,1.0,1
34319,1.0,1.0,1
34329,1.0,1.0,1
34342,1.0,1.0,1
34344,1.0,1.0,1
34581,1.0,1.0,1
34615,1.0,1.0,1
34682,1.0,1.0,1
35150,1.0,1.0,1
35169,1.0,1.0,1
35190,1.0,1.0,1
35203,1.0,1.0,1
35215,1.0,1.0,1
35217,1.0,1.0,1
35221,1.0,1.0,1
35263,1.0,1.0,1
35267,1.0,1.0,1
35269,1.0,1.0,1
35284,1.0,1.0,1
35316,1.0,1.0,1
35512,1.0,1.0,1
35514,1.0,1.0,1
35601,1.0,1.0,1
35646,1.0,1.0,1
35648,1.0,1.0,1
35697,1.0,1.0,1
35701,1.0,1.0,1
35835,1.0,1.0,1
36009,1.0,1.0,1
36017,1.0,1.0,1
36155,1.0,1.0,1
36234,1.0,1.0,1
36344,1.0,1.0,1
36357,1.0,1.0,1
36429,1.0,1.0,1
36444,1.0,1.0,1
36541,1.0,1.0,1
36587,1.0,1.0,1
36627,1.0,1.0,1
36671,1.0,1.0,1
36676,1.0,1.0,1
36813,1.0,1.0,1
36815,1.0,1.0,1
36817,1.0,1.0,1
36894,1.0,1.0,1
36900,1.0,1.0,1
36943,1.0,1.0,1
37224,1.0,1.0,1
37259,1.0,1.0,1
37261,1.0,1.0,1
37263,1.0,1.0,1
37269,1.0,1.0,1
37289,1.0,1.0,1
37307,1.0,1.0,1
37309,1.0,1.0,1
37384,1.0,1.0,1
37466,1.0,1.0,1
37497,1.0,1.0,1
37661,1.0,1.0,1
37680,1.0,1.0,1
37682,1.0,1.0,1
37751,1.0,1.0,1
37777,1.0,1.0,1
37779,1.0,1.0,1
37860,1.0,1.0,1
37890,1.0,1.0,1
37920,1.0,1.0,1
37923,1.0,1.0,1
38059,1.0,1.0,1
38088,1.0,1.0,1
38107,1.0,1.0,1
38112,1.0,1.0,1
38188,1.0,1.0,1
38241,1.0,1.0,1
38349,1.0,1.0,1
38360,1.0,1.0,1
38372,1.0,1.0,1
38391,1.0,1.0,1
38499,1.0,1.0,1
38529,1.0,1.0,1
38532,1.0,1.0,1
38535,1.0,1.0,1
38537,1.0,1.0,1
38600,1.0,1.0,1
38613,1.0,1.0,1
38634,1.0,1.0,1
38638,1.0,1.0,1
38640,1.0,1.0,1
38724,1.0,1.0,1
38747,1.0,1.0,1
38753,1.0,1.0,1
38787,1.0,1.0,1
38797,1.0,1.0,1
38823,1.0,1.0,1
38858,1.0,1.0,1
38888,1.0,1.0,1
38890,1.0,1.0,1
38988,1.0,1.0,1
39060,1.0,1.0,1
39062,1.0,1.0,1
39095,1.0,1.0,1
39142,1.0,1.0,1
39148,1.0,1.0,1
39185,1.0,1.0,1
39187,1.0,1.0,1
39266,1.0,1.0,1
39282,1.0,1.0,1
39342,1.0,1.0,1
39364,1.0,1.0,1
39389,1.0,1.0,1
39422,1.0,1.0,1
39424,1.0,1.0,1
39427,1.0,1.0,1
39429,1.0,1.0,1
39432,1.0,1.0,1
39463,1.0,1.0,1
39522,1.0,1.0,1
39524,1.0,1.0,1
39597,1.0,1.0,1
39610,1.0,1.0,1
39804,1.0,1.0,1
39838,1.0,1.0,1
39871,1.0,1.0,1
39964,1.0,1.0,1
39970,1.0,1.0,1
39972,1.0,1.0,1
39976,1.0,1.0,1
40002,1.0,1.0,1
40124,1.0,1.0,1
40180,1.0,1.0,1
40182,1.0,1.0,1
40277,1.0,1.0,1
40280,1.0,1.0,1
40350,1.0,1.0,1
40352,1.0,1.0,1
40429,1.0,1.0,1
40459,1.0,1.0,1
40516,1.0,1.0,1
40520,1.0,1.0,1
40529,1.0,1.0,1
40535,1.0,1.0,1
40537,1.0,1.0,1
40539,1.0,1.0,1
40559,1.0,1.0,1
40571,1.0,1.0,1
40579,1.0,1.0,1
40582,1.0,1.0,1
40629,1.0,1.0,1
40660,1.0,1.0,1
40724,1.0,1.0,1
40733,1.0,1.0,1
40743,1.0,1.0,1
40821,1.0,1.0,1
40904,1.0,1.0,1
40966,1.0,1.0,1
41029,1.0,1.0,1
41060,1.0,1.0,1
41117,1.0,1.0,1
41119,1.0,1.0,1
41159,1.0,1.0,1
41187,1.0,1.0,1
41233,1.0,1.0,1
41235,1.0,1.0,1
41237,1.0,1.0,1
41239,1.0,1.0,1
41295,1.0,1.0,1
41336,1.0,1.0,1
41532,1.0,1.0,1
41646,1.0,1.0,1
41667,1.0,1.0,1
41711,1.0,1.0,1
41713,1.0,1.0,1
41726,1.0,1.0,1
41733,1.0,1.0,1
41744,1.0,1.0,1
41748,1.0,1.0,1
41783,1.0,1.0,1
41835,1.0,1.0,1
41872,1.0,1.0,1
41874,1.0,1.0,1
41899,1.0,1.0,1
41908,1.0,1.0,1
41969,1.0,1.0,1
41971,1.0,1.0,1
41981,1.0,1.0,1
41993,1.0,1.0,1
42037,1.0,1.0,1
42086,1.0,1.0,1
42089,1.0,1.0,1
42114,1.0,1.0,1
42217,1.0,1.0,1
42220,1.0,1.0,1
42454,1.0,1.0,1
42504,1.0,1.0,1
42529,1.0,1.0,1
42532,1.0,1.0,1
42535,1.0,1.0,1
42558,1.0,1.0,1
42674,1.0,1.0,1
42761,1.0,1.0,1
42773,1.0,1.0,1
43065,1.0,1.0,1
43139,1.0,1.0,1
43143,1.0,1.0,1
43203,1.0,1.0,1
43225,1.0,1.0,1
43315,1.0,1.0,1
43345,1.0,1.0,1
43377,1.0,1.0,1
43417,1.0,1.0,1
43470,1.0,1.0,1
43472,1.0,1.0,1
43500,1.0,1.0,1
43518,1.0,1.0,1
43669,1.0,1.0,1
43840,1.0,1.0,1
43997,1.0,1.0,1
44109,1.0,1.0,1
44145,1.0,1.0,1
44148,1.0,1.0,1
44194,1.0,1.0,1
44327,1.0,1.0,1
44467,1.0,1.0,1
44533,1.0,1.0,1
44554,1.0,1.0,1
44556,1.0,1.0,1
44559,1.0,1.0,1
44561,1.0,1.0,1
44641,1.0,1.0,1
44959,1.0,1.0,1
45007,1.0,1.0,1
45011,1.0,1.0,1
45135,1.0,1.0,1
45274,1.0,1.0,1
45353,1.0,1.0,1
45383,1.0,1.0,1
45401,1.0,1.0,1
45436,1.0,1.0,1
45438,1.0,1.0,1
45440,1.0,1.0,1
45491,1.0,1.0,1
45584,1.0,1.0,1
45638,1.0,1.0,1
45701,1.0,1.0,1
45706,1.0,1.0,1
45710,1.0,1.0,1
45879,1.0,1.0,1
45930,1.0,1.0,1
45932,1.0,1.0,1
45936,1.0,1.0,1
45962,1.0,1.0,1
46002,1.0,1.0,1
46058,1.0,1.0,1
46082,1.0,1.0,1
46222,1.0,1.0,1
46233,1.0,1.0,1
46283,1.0,1.0,1
46343,1.0,1.0,1
46375,1.0,1.0,1
46383,1.0,1.0,1
46386,1.0,1.0,1
46448,1.0,1.0,1
46462,1.0,1.0,1
46464,1.0,1.0,1
46512,1.0,1.0,1
46645,1.0,1.0,1
46647,1.0,1.0,1
46791,1.0,1.0,1
46800,1.0,1.0,1
46828,1.0,1.0,1
46864,1.0,1.0,1
46866,1.0,1.0,1
46901,1.0,1.0,1
47034,1.0,1.0,1
47083,1.0,1.0,1
47161,1.0,1.0,1
47197,1.0,1.0,1
47206,1.0,1.0,1
47295,1.0,1.0,1
47359,1.0,1.0,1
47393,1.0,1.0,1
47487,1.0,1.0,1
47490,1.0,1.0,1
47523,1.0,1.0,1
47552,1.0,1.0,1
47710,1.0,1.0,1
47863,1.0,1.0,1
47918,1.0,1.0,1
47981,1.0,1.0,1
48605,1.0,1.0,1
48640,1.0,1.0,1
48760,1.0,1.0,1
48804,1.0,1.0,1
